Datetime,Open,High,Low,Close,Volume
2024-09-01 23:00:00+00:00,1.1049723625183105,1.1049723625183105,1.1047282218933105,1.1047282218933105,0
2024-09-02 00:00:00+00:00,1.1047282218933105,1.1058276891708374,1.1044842004776,1.1057054996490479,0
2024-09-02 01:00:00+00:00,1.1057054996490479,1.1059499979019165,1.1053388118743896,1.1054610013961792,0
2024-09-02 02:00:00+00:00,1.1054610013961792,1.1055831909179688,1.1049723625183105,1.1054610013961792,0
2024-09-02 03:00:00+00:00,1.1054610013961792,1.1058276891708374,1.1052166223526,1.1052166223526,0
2024-09-02 04:00:00+00:00,1.1050944328308105,1.1050944328308105,1.1047282218933105,1.1050944328308105,0
2024-09-02 05:00:00+00:00,1.1049723625183105,1.1059499979019165,1.1048502922058105,1.1058276891708374,0
2024-09-02 06:00:00+00:00,1.1058276891708374,1.1072970628738403,1.1058276891708374,1.1069294214248657,0
2024-09-02 07:00:00+00:00,1.1069294214248657,1.1071745157241821,1.1058276891708374,1.107051968574524,0
2024-09-02 08:00:00+00:00,1.1071745157241821,1.108033299446106,1.1068068742752075,1.107051968574524,0
2024-09-02 09:00:00+00:00,1.1069294214248657,1.1075423955917358,1.1066844463348389,1.1072970628738403,0
2024-09-02 10:00:00+00:00,1.1071745157241821,1.1072970628738403,1.106439471244812,1.1069294214248657,0
2024-09-02 11:00:00+00:00,1.1069294214248657,1.1071745157241821,1.1063170433044434,1.1063170433044434,0
2024-09-02 12:00:00+00:00,1.1063170433044434,1.107419729232788,1.1061947345733643,1.107051968574524,0
2024-09-02 13:00:00+00:00,1.1072970628738403,1.107419729232788,1.1069294214248657,1.107051968574524,0
2024-09-02 14:00:00+00:00,1.1071745157241821,1.107419729232788,1.1063170433044434,1.1071745157241821,0
2024-09-02 15:00:00+00:00,1.1071745157241821,1.107419729232788,1.1066844463348389,1.107051968574524,0
2024-09-02 16:00:00+00:00,1.107051968574524,1.1071745157241821,1.1065618991851807,1.1069294214248657,0
2024-09-02 17:00:00+00:00,1.107051968574524,1.1071745157241821,1.107051968574524,1.1071745157241821,0
2024-09-02 18:00:00+00:00,1.1071745157241821,1.107419729232788,1.1071745157241821,1.107419729232788,0
